epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,110.91,1.26683,1.67564,1.77433,0.5035,0.55091,0.51535,0.36854,1.02065,1.42491,1.49841,0.00140295,0.00140295,0.00140295
18,116.914,1.24116,1.61506,1.7529,0.59149,0.5863,0.60431,0.42814,1.02502,1.31817,1.47993,0.00138644,0.00138644,0.00138644
19,122.778,1.23657,1.59465,1.73866,0.5968,0.61281,0.6195,0.43636,1.04427,1.29543,1.51847,0.00136994,0.00136994,0.00136994
20,128.869,1.20661,1.57524,1.71543,0.55157,0.58545,0.55237,0.39646,1.01393,1.40329,1.48032,0.00135344,0.00135344,0.00135344
21,135.197,1.19103,1.56049,1.70557,0.58536,0.61966,0.62453,0.44826,0.98857,1.25819,1.46234,0.00133693,0.00133693,0.00133693
22,141.152,1.18134,1.49204,1.68802,0.60804,0.65268,0.65524,0.46768,1.00961,1.20886,1.46517,0.00132043,0.00132043,0.00132043
23,147.148,1.20359,1.55042,1.71252,0.61967,0.64075,0.65753,0.47556,0.98772,1.19198,1.45399,0.00130393,0.00130393,0.00130393
24,153.052,1.16377,1.50993,1.67155,0.58807,0.56852,0.58861,0.42419,1.00285,1.34688,1.46864,0.00128742,0.00128742,0.00128742
25,159.16,1.19547,1.52938,1.70525,0.64474,0.6201,0.6508,0.47384,0.9821,1.31934,1.45953,0.00127092,0.00127092,0.00127092
26,165.105,1.15807,1.52189,1.66525,0.58507,0.63851,0.62852,0.45017,0.97526,1.27339,1.45116,0.00125442,0.00125442,0.00125442
27,171.479,1.19101,1.51857,1.69656,0.68225,0.66303,0.70798,0.51602,0.94642,1.1078,1.41804,0.00123791,0.00123791,0.00123791
28,177.809,1.18436,1.48659,1.6813,0.64334,0.66383,0.69754,0.50448,0.97724,1.14219,1.44226,0.00122141,0.00122141,0.00122141
29,184.089,1.14749,1.46118,1.65466,0.6922,0.63634,0.70225,0.5161,0.95134,1.10475,1.42429,0.00120491,0.00120491,0.00120491
30,190.089,1.10851,1.38006,1.60865,0.66482,0.64156,0.69738,0.50638,0.96934,1.13506,1.42413,0.0011884,0.0011884,0.0011884
31,196.157,1.15287,1.42326,1.66288,0.66166,0.62502,0.68521,0.49763,0.97696,1.16306,1.43057,0.0011719,0.0011719,0.0011719
32,202.278,1.1229,1.39025,1.62993,0.6421,0.67719,0.69104,0.50192,0.95841,1.12705,1.41733,0.0011554,0.0011554,0.0011554
33,208.353,1.13123,1.39429,1.63706,0.61575,0.60763,0.61155,0.44182,0.95606,1.23874,1.42943,0.00113889,0.00113889,0.00113889
34,214.756,1.13984,1.42837,1.64817,0.58389,0.63956,0.63968,0.47412,0.9336,1.23134,1.40523,0.00112239,0.00112239,0.00112239
35,220.884,1.09098,1.35187,1.60263,0.66551,0.58721,0.67406,0.49291,0.95908,1.14893,1.42262,0.00110589,0.00110589,0.00110589
36,226.775,1.07853,1.27988,1.59348,0.64945,0.66063,0.69997,0.5264,0.91406,1.07859,1.39121,0.00108938,0.00108938,0.00108938
37,232.724,1.07416,1.28136,1.57091,0.62148,0.63688,0.64355,0.47188,0.91812,1.17771,1.39314,0.00107288,0.00107288,0.00107288
38,238.561,1.08979,1.30233,1.59043,0.67557,0.62908,0.69732,0.51691,0.917,1.11321,1.39548,0.00105638,0.00105638,0.00105638
39,244.451,1.07744,1.28876,1.57925,0.69835,0.64821,0.70617,0.51904,0.92234,1.05461,1.4057,0.00103987,0.00103987,0.00103987
40,250.671,1.08347,1.33708,1.58271,0.68462,0.66902,0.71047,0.52894,0.89994,1.05993,1.36507,0.00102337,0.00102337,0.00102337
41,256.573,1.07732,1.28639,1.56675,0.67771,0.6114,0.67767,0.50399,0.90974,1.16507,1.37533,0.00100687,0.00100687,0.00100687
42,262.545,1.05851,1.2549,1.5603,0.692,0.65251,0.70804,0.52706,0.89804,1.02776,1.3758,0.000990365,0.000990365,0.000990365
43,268.57,1.06955,1.28509,1.57889,0.66,0.66205,0.70356,0.52444,0.90152,1.08366,1.37124,0.000973861,0.000973861,0.000973861
44,274.429,1.0504,1.2538,1.54925,0.707,0.67022,0.7339,0.54731,0.89381,0.99134,1.37881,0.000957358,0.000957358,0.000957358
45,280.273,1.06692,1.26339,1.57335,0.6925,0.67122,0.7233,0.5337,0.91063,1.02978,1.38924,0.000940855,0.000940855,0.000940855
46,286.115,1.06176,1.2425,1.57437,0.63845,0.6938,0.70318,0.52456,0.88992,1.08766,1.35984,0.000924352,0.000924352,0.000924352
47,292.182,1.05797,1.274,1.56987,0.61933,0.68987,0.70858,0.53038,0.89075,1.06244,1.3666,0.000907848,0.000907848,0.000907848
48,298.08,1.03182,1.18722,1.53189,0.72049,0.71142,0.7712,0.57466,0.87796,0.92435,1.34595,0.000891345,0.000891345,0.000891345
49,303.925,1.0431,1.20332,1.5413,0.66123,0.69607,0.72775,0.54503,0.89767,1.01922,1.35543,0.000874842,0.000874842,0.000874842
50,309.719,1.0502,1.20269,1.55091,0.69102,0.70711,0.75275,0.56289,0.89135,0.96895,1.349,0.000858338,0.000858338,0.000858338
51,315.537,1.03722,1.15469,1.53399,0.65842,0.70156,0.72092,0.53852,0.89799,1.03005,1.34917,0.000841835,0.000841835,0.000841835
52,321.371,1.00435,1.14078,1.51191,0.70673,0.67557,0.73516,0.54648,0.89637,0.98517,1.34308,0.000825332,0.000825332,0.000825332
53,327.255,1.04014,1.17259,1.53333,0.73218,0.67615,0.75704,0.56928,0.87322,0.93756,1.3395,0.000808828,0.000808828,0.000808828
54,333.562,1.06142,1.21315,1.55843,0.72262,0.6535,0.74613,0.55992,0.87713,0.98514,1.34576,0.000792325,0.000792325,0.000792325
55,339.817,1.05383,1.19978,1.55391,0.68778,0.70765,0.72596,0.54461,0.87452,0.9875,1.33782,0.000775822,0.000775822,0.000775822
56,345.779,1.04063,1.17513,1.54348,0.74177,0.70125,0.77868,0.58968,0.87262,0.90526,1.3468,0.000759318,0.000759318,0.000759318
57,351.65,1.00314,1.12792,1.51397,0.74751,0.68585,0.76571,0.58127,0.86034,0.91865,1.31801,0.000742815,0.000742815,0.000742815
58,357.464,1.00027,1.11489,1.49679,0.72267,0.67069,0.74769,0.56404,0.86591,0.94325,1.33548,0.000726312,0.000726312,0.000726312
59,363.469,1.00328,1.13109,1.51021,0.74889,0.67266,0.76193,0.58123,0.85596,0.94049,1.32572,0.000709809,0.000709809,0.000709809
60,369.676,1.01716,1.15377,1.52342,0.74643,0.70336,0.78105,0.58924,0.85472,0.89855,1.32808,0.000693305,0.000693305,0.000693305
61,375.619,1.01682,1.12152,1.52609,0.74681,0.6986,0.7714,0.58766,0.86652,0.92286,1.32648,0.000676802,0.000676802,0.000676802
62,381.544,0.99343,1.10526,1.49908,0.70994,0.67569,0.74999,0.56744,0.86378,0.92002,1.33134,0.000660299,0.000660299,0.000660299
63,387.489,0.99029,1.12755,1.50407,0.74587,0.71075,0.7725,0.58969,0.85694,0.92911,1.32237,0.000643795,0.000643795,0.000643795
64,393.486,1.0168,1.14064,1.52405,0.72956,0.6883,0.76297,0.58364,0.83412,0.93041,1.3035,0.000627292,0.000627292,0.000627292
65,399.375,0.99334,1.10977,1.50446,0.72323,0.71193,0.76024,0.57688,0.84487,0.94344,1.30696,0.000610789,0.000610789,0.000610789
66,405.436,0.96797,1.05742,1.47115,0.70727,0.68901,0.75374,0.5758,0.85659,0.95203,1.3117,0.000594286,0.000594286,0.000594286
67,411.26,0.9646,1.04096,1.47852,0.75808,0.70998,0.78999,0.59969,0.84428,0.87576,1.31218,0.000577782,0.000577782,0.000577782
68,417.277,1.00925,1.10652,1.51465,0.7656,0.71038,0.78708,0.60233,0.83467,0.84983,1.29329,0.000561279,0.000561279,0.000561279
69,423.176,0.98642,1.06367,1.49647,0.73326,0.7323,0.79427,0.60317,0.84592,0.8534,1.3176,0.000544776,0.000544776,0.000544776
70,429.098,0.9774,1.06842,1.49077,0.72522,0.71674,0.78857,0.60294,0.8397,0.86782,1.3069,0.000528272,0.000528272,0.000528272
71,435.133,0.94889,1.03523,1.45809,0.71332,0.71461,0.77002,0.59145,0.84335,0.89171,1.30723,0.000511769,0.000511769,0.000511769
72,441.237,1.0033,1.08446,1.50462,0.75542,0.72213,0.78775,0.60213,0.8392,0.86398,1.3035,0.000495266,0.000495266,0.000495266
73,447.143,0.95929,1.03774,1.46133,0.73802,0.73215,0.78634,0.60484,0.83067,0.87336,1.29601,0.000478762,0.000478762,0.000478762
74,453.215,0.96741,1.03786,1.47161,0.74295,0.71565,0.78825,0.60021,0.84765,0.89844,1.31182,0.000462259,0.000462259,0.000462259
75,459.279,0.96318,1.02876,1.46903,0.76954,0.72986,0.80409,0.61402,0.83269,0.82143,1.29782,0.000445756,0.000445756,0.000445756
76,465.202,0.92197,0.98036,1.42392,0.75743,0.73994,0.79541,0.61377,0.81985,0.83796,1.28316,0.000429253,0.000429253,0.000429253
77,471.207,0.97718,1.02513,1.48852,0.71036,0.72547,0.77656,0.59963,0.82233,0.87653,1.28576,0.000412749,0.000412749,0.000412749
78,477.176,0.95054,1.00498,1.45717,0.76492,0.72834,0.78765,0.60302,0.8371,0.86832,1.30285,0.000396246,0.000396246,0.000396246
79,483.394,0.95341,1.01517,1.45794,0.76932,0.75063,0.80167,0.61646,0.82339,0.79502,1.28908,0.000379743,0.000379743,0.000379743
80,489.372,0.95685,0.99399,1.47022,0.75968,0.7376,0.80073,0.61745,0.8215,0.83064,1.28794,0.000363239,0.000363239,0.000363239
81,495.347,0.95089,1.01154,1.46318,0.7239,0.74016,0.78197,0.59736,0.82342,0.87504,1.29075,0.000346736,0.000346736,0.000346736
82,501.386,0.92323,0.96556,1.43529,0.74708,0.74544,0.80739,0.62087,0.81843,0.82929,1.28008,0.000330233,0.000330233,0.000330233
83,507.372,0.92175,0.97661,1.42995,0.76197,0.73154,0.80337,0.62201,0.82087,0.81732,1.28217,0.000313729,0.000313729,0.000313729
84,513.323,0.94344,1.01282,1.45242,0.78512,0.69892,0.78596,0.60552,0.82286,0.84251,1.28097,0.000297226,0.000297226,0.000297226
85,519.454,0.94481,0.98527,1.44797,0.74013,0.74217,0.79778,0.61789,0.80862,0.81958,1.27043,0.000280723,0.000280723,0.000280723
86,525.397,0.96089,0.98276,1.46287,0.74158,0.74784,0.79878,0.61576,0.82361,0.81542,1.28506,0.00026422,0.00026422,0.00026422
87,531.437,0.93635,0.97007,1.44326,0.75037,0.73093,0.79204,0.61404,0.80479,0.82973,1.27094,0.000247716,0.000247716,0.000247716
88,537.539,0.93287,0.96087,1.44015,0.75272,0.74436,0.80364,0.62218,0.80888,0.81348,1.2718,0.000231213,0.000231213,0.000231213
89,543.62,0.93392,0.95782,1.44177,0.75944,0.73341,0.79943,0.61925,0.80716,0.81627,1.26681,0.00021471,0.00021471,0.00021471
90,549.628,0.93985,0.95086,1.45834,0.758,0.76567,0.80631,0.6214,0.81028,0.79792,1.26953,0.000198206,0.000198206,0.000198206
91,556.769,0.86718,0.87509,1.36643,0.76324,0.74767,0.80731,0.62039,0.8205,0.82536,1.27182,0.000181703,0.000181703,0.000181703
92,562.852,0.85503,0.83332,1.35143,0.75477,0.72607,0.79396,0.6104,0.80985,0.8377,1.26662,0.0001652,0.0001652,0.0001652
93,568.767,0.85017,0.8474,1.34956,0.76575,0.74021,0.81032,0.62576,0.81426,0.78248,1.2667,0.000148696,0.000148696,0.000148696
94,574.672,0.85509,0.81488,1.35947,0.76103,0.74397,0.8095,0.62873,0.80587,0.78179,1.26376,0.000132193,0.000132193,0.000132193
95,580.615,0.85587,0.83066,1.36375,0.76519,0.72497,0.81078,0.63281,0.80467,0.79044,1.26489,0.00011569,0.00011569,0.00011569
96,586.716,0.83177,0.78552,1.3358,0.7732,0.74495,0.81253,0.62921,0.8042,0.76688,1.26403,9.91865e-05,9.91865e-05,9.91865e-05
97,592.758,0.81766,0.76347,1.32905,0.73214,0.7589,0.80933,0.62917,0.80425,0.78828,1.26554,8.26832e-05,8.26832e-05,8.26832e-05
98,598.63,0.8247,0.75779,1.32712,0.78782,0.726,0.81227,0.63331,0.80297,0.77945,1.25966,6.61799e-05,6.61799e-05,6.61799e-05
99,604.544,0.82214,0.78542,1.32614,0.76111,0.75557,0.81391,0.6339,0.79884,0.76846,1.25821,4.96766e-05,4.96766e-05,4.96766e-05
100,610.41,0.82767,0.77436,1.33826,0.74187,0.76412,0.8103,0.63065,0.79479,0.77656,1.25647,3.31733e-05,3.31733e-05,3.31733e-05
