epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,86.1494,1.31607,1.7363,1.83396,0.56686,0.60773,0.60709,0.42595,1.08441,1.37257,1.55181,0.00127092,0.00127092,0.00127092
14,92.2687,1.29832,1.731,1.80776,0.54859,0.57815,0.56075,0.39356,1.08386,1.45371,1.55406,0.00123791,0.00123791,0.00123791
15,98.4398,1.30286,1.73314,1.80675,0.59869,0.62839,0.61682,0.43228,1.03397,1.30508,1.51572,0.00120491,0.00120491,0.00120491
16,104.552,1.26084,1.70665,1.77326,0.52058,0.64785,0.55706,0.37364,1.09499,1.39888,1.57166,0.0011719,0.0011719,0.0011719
17,110.383,1.2661,1.67414,1.77401,0.42813,0.60525,0.47607,0.33821,1.03208,1.54471,1.51016,0.00113889,0.00113889,0.00113889
18,116.23,1.23951,1.63144,1.75458,0.51086,0.63377,0.5872,0.41209,1.02682,1.36122,1.48753,0.00110589,0.00110589,0.00110589
19,122.105,1.23526,1.60215,1.73987,0.6379,0.59049,0.64805,0.45937,1.01665,1.24791,1.48377,0.00107288,0.00107288,0.00107288
20,128.126,1.21073,1.56946,1.71858,0.61376,0.58832,0.55995,0.39386,1.01964,1.42212,1.47723,0.00103987,0.00103987,0.00103987
21,134.071,1.19279,1.55459,1.70088,0.65932,0.62735,0.68081,0.492,0.98539,1.16281,1.46817,0.00100687,0.00100687,0.00100687
22,140.056,1.17235,1.48116,1.68571,0.64022,0.61901,0.6718,0.482,0.9984,1.17237,1.45641,0.000973861,0.000973861,0.000973861
23,145.846,1.19475,1.54307,1.70789,0.6246,0.6424,0.67082,0.4853,0.9776,1.19247,1.45373,0.000940855,0.000940855,0.000940855
24,151.638,1.16301,1.50849,1.66968,0.61094,0.60986,0.63624,0.46321,0.98841,1.2413,1.4683,0.000907848,0.000907848,0.000907848
25,157.545,1.19034,1.52106,1.70252,0.58506,0.65307,0.65783,0.47538,0.98606,1.32132,1.45336,0.000874842,0.000874842,0.000874842
26,163.397,1.14958,1.50709,1.65831,0.57995,0.59576,0.59919,0.42857,0.99256,1.29368,1.4584,0.000841835,0.000841835,0.000841835
27,169.293,1.18716,1.50376,1.68959,0.6613,0.67157,0.71768,0.5245,0.94954,1.08879,1.42774,0.000808828,0.000808828,0.000808828
28,175.36,1.16906,1.45931,1.67473,0.622,0.65604,0.65764,0.47089,0.97227,1.17103,1.43617,0.000775822,0.000775822,0.000775822
29,181.453,1.13789,1.43236,1.65111,0.68192,0.6631,0.71396,0.52202,0.94536,1.07238,1.41012,0.000742815,0.000742815,0.000742815
30,187.444,1.09889,1.36052,1.60809,0.65718,0.67408,0.71975,0.53129,0.93024,1.10351,1.40527,0.000709809,0.000709809,0.000709809
31,193.413,1.13488,1.3921,1.64738,0.69631,0.63593,0.70952,0.52173,0.93267,1.08156,1.40362,0.000676802,0.000676802,0.000676802
32,199.26,1.11046,1.35221,1.61804,0.65169,0.6778,0.71301,0.52638,0.93093,1.06907,1.39358,0.000643795,0.000643795,0.000643795
33,205.091,1.11567,1.3851,1.62052,0.68562,0.58207,0.66004,0.49042,0.91427,1.19231,1.38783,0.000610789,0.000610789,0.000610789
34,210.864,1.12575,1.40898,1.63483,0.69199,0.65032,0.70514,0.52078,0.92295,1.06736,1.38718,0.000577782,0.000577782,0.000577782
35,216.634,1.06695,1.30799,1.58152,0.69341,0.67348,0.72635,0.54347,0.90577,1.02311,1.38025,0.000544776,0.000544776,0.000544776
36,222.757,1.0686,1.25503,1.58329,0.67245,0.67207,0.72523,0.54477,0.89697,1.05821,1.36749,0.000511769,0.000511769,0.000511769
37,228.986,1.05927,1.25007,1.55829,0.69534,0.65613,0.71928,0.53453,0.89797,1.01479,1.37027,0.000478762,0.000478762,0.000478762
38,234.861,1.07121,1.27333,1.57623,0.72079,0.7023,0.75995,0.57061,0.89743,0.96837,1.36495,0.000445756,0.000445756,0.000445756
39,240.86,1.05732,1.24415,1.56687,0.71207,0.69522,0.7474,0.56154,0.88613,0.98415,1.36323,0.000412749,0.000412749,0.000412749
40,246.63,1.06718,1.28309,1.57152,0.7282,0.67171,0.75036,0.56003,0.87462,0.99187,1.3537,0.000379743,0.000379743,0.000379743
41,253.815,0.99561,1.17121,1.5085,0.66056,0.68901,0.74701,0.55138,0.88717,1.05077,1.36356,0.000346736,0.000346736,0.000346736
42,259.645,0.97825,1.14273,1.49515,0.73753,0.67468,0.7546,0.56387,0.88178,0.97938,1.35656,0.000313729,0.000313729,0.000313729
43,265.801,0.98511,1.14651,1.49396,0.73396,0.6826,0.76181,0.56596,0.89045,0.96439,1.36615,0.000280723,0.000280723,0.000280723
44,271.781,0.9515,1.10597,1.45544,0.74852,0.67019,0.75558,0.5654,0.87737,0.94983,1.35041,0.000247716,0.000247716,0.000247716
45,277.676,1.02652,1.16742,1.53309,0.74452,0.69342,0.7626,0.57194,0.87289,0.92812,1.34176,0.00021471,0.00021471,0.00021471
46,283.651,0.96113,1.11959,1.47372,0.74252,0.66874,0.75209,0.56648,0.86725,0.95147,1.34123,0.000181703,0.000181703,0.000181703
47,289.57,0.94931,1.06859,1.45924,0.75977,0.70769,0.78029,0.58737,0.86524,0.89478,1.33265,0.000148696,0.000148696,0.000148696
48,295.589,0.93425,1.06455,1.44213,0.74123,0.71815,0.77765,0.58576,0.86692,0.89971,1.33312,0.00011569,0.00011569,0.00011569
49,301.857,0.92673,1.03339,1.43631,0.75238,0.71581,0.78249,0.59153,0.85748,0.88095,1.33013,8.26832e-05,8.26832e-05,8.26832e-05
50,307.883,0.94413,1.03083,1.45262,0.74437,0.72635,0.78829,0.59402,0.85551,0.87875,1.3303,4.96766e-05,4.96766e-05,4.96766e-05
