epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,150.712,0.9848,1.20006,1.22652,0.47819,0.70226,0.52924,0.38834,0.96304,1.15769,1.19331,0.00127092,0.00127092,0.00127092
14,161.659,0.99355,1.17009,1.23922,0.41418,0.67469,0.46627,0.34373,0.96232,1.34264,1.20231,0.00123791,0.00123791,0.00123791
15,172.397,0.94759,1.13583,1.2079,0.45732,0.66653,0.51646,0.37535,0.97151,1.22731,1.20472,0.00120491,0.00120491,0.00120491
16,183.377,0.95468,1.14041,1.21025,0.46767,0.70942,0.52848,0.38694,0.96065,1.16835,1.18786,0.0011719,0.0011719,0.0011719
17,194.236,0.93183,1.12143,1.19418,0.46909,0.69059,0.52663,0.38643,0.96084,1.15726,1.18787,0.00113889,0.00113889,0.00113889
18,205.119,0.93589,1.0949,1.1837,0.46727,0.72118,0.5228,0.3796,0.95848,1.1806,1.19502,0.00110589,0.00110589,0.00110589
19,216.181,0.92198,1.09767,1.18654,0.46637,0.71052,0.49246,0.35768,0.95139,1.16119,1.20142,0.00107288,0.00107288,0.00107288
20,227.151,0.91409,1.08771,1.18298,0.44835,0.68259,0.50358,0.37496,0.93719,1.18167,1.18471,0.00103987,0.00103987,0.00103987
21,238.11,0.9055,1.07516,1.17976,0.43185,0.7763,0.51728,0.37832,0.94038,1.16064,1.1812,0.00100687,0.00100687,0.00100687
22,248.963,0.92586,1.08089,1.19381,0.47693,0.6644,0.51622,0.3875,0.93421,1.16627,1.18191,0.000973861,0.000973861,0.000973861
23,259.822,0.89327,1.03582,1.16475,0.4497,0.67305,0.51263,0.38739,0.89919,1.17103,1.16319,0.000940855,0.000940855,0.000940855
24,270.546,0.90559,1.06454,1.1737,0.4868,0.68257,0.54901,0.41111,0.91237,1.09078,1.15445,0.000907848,0.000907848,0.000907848
25,281.419,0.89342,1.0276,1.16372,0.44858,0.71766,0.51948,0.3951,0.89603,1.14928,1.151,0.000874842,0.000874842,0.000874842
26,292.172,0.86929,0.98867,1.15036,0.46186,0.74264,0.52822,0.39349,0.92839,1.11145,1.16321,0.000841835,0.000841835,0.000841835
27,302.937,0.86273,0.97679,1.1467,0.45108,0.7244,0.52058,0.38792,0.90763,1.18188,1.15941,0.000808828,0.000808828,0.000808828
28,313.844,0.88259,0.99599,1.15081,0.46518,0.70998,0.52524,0.39215,0.898,1.11626,1.14686,0.000775822,0.000775822,0.000775822
29,324.757,0.87949,0.9769,1.15357,0.49503,0.7492,0.55673,0.41809,0.88956,1.0682,1.14088,0.000742815,0.000742815,0.000742815
30,335.796,0.86329,0.95758,1.15243,0.47045,0.76169,0.55197,0.41468,0.89241,1.07248,1.14071,0.000709809,0.000709809,0.000709809
31,346.808,0.84664,0.93197,1.12919,0.47029,0.76582,0.54417,0.4117,0.87932,1.06273,1.13266,0.000676802,0.000676802,0.000676802
32,357.836,0.84109,0.935,1.13113,0.45489,0.71674,0.50515,0.37965,0.90001,1.15883,1.15145,0.000643795,0.000643795,0.000643795
33,368.835,0.85628,0.9536,1.13841,0.4565,0.75866,0.53933,0.40417,0.89727,1.11166,1.14258,0.000610789,0.000610789,0.000610789
34,379.808,0.82556,0.89679,1.11628,0.46793,0.77375,0.54529,0.41172,0.86791,1.07512,1.12926,0.000577782,0.000577782,0.000577782
35,390.806,0.82677,0.89361,1.12049,0.48464,0.75292,0.57167,0.43444,0.87019,1.03105,1.12553,0.000544776,0.000544776,0.000544776
36,401.706,0.8082,0.87806,1.11208,0.4635,0.74709,0.54184,0.40978,0.86336,1.09263,1.12658,0.000511769,0.000511769,0.000511769
37,412.646,0.82444,0.89313,1.11332,0.46784,0.74999,0.55536,0.41852,0.87309,1.07486,1.12965,0.000478762,0.000478762,0.000478762
38,423.627,0.81566,0.88108,1.11615,0.47732,0.73476,0.53809,0.41151,0.85625,1.11733,1.11832,0.000445756,0.000445756,0.000445756
39,434.503,0.80792,0.87213,1.10547,0.45513,0.74895,0.54616,0.41742,0.85134,1.10547,1.11373,0.000412749,0.000412749,0.000412749
40,445.44,0.80138,0.85922,1.11208,0.43545,0.75251,0.53516,0.40781,0.84295,1.12442,1.1117,0.000379743,0.000379743,0.000379743
41,454.191,0.76073,0.85088,1.0736,0.44514,0.70054,0.52412,0.40209,0.84394,1.14116,1.10853,0.000346736,0.000346736,0.000346736
42,461.391,0.74939,0.80255,1.06138,0.43874,0.74825,0.52888,0.40236,0.84301,1.13863,1.11144,0.000313729,0.000313729,0.000313729
43,468.628,0.72611,0.77497,1.04813,0.44974,0.73703,0.534,0.40632,0.84613,1.12894,1.11128,0.000280723,0.000280723,0.000280723
44,475.893,0.72649,0.77287,1.05195,0.46004,0.73403,0.53945,0.41596,0.83601,1.10282,1.0977,0.000247716,0.000247716,0.000247716
45,484.437,0.71322,0.74493,1.04332,0.4571,0.75667,0.53671,0.4118,0.83589,1.10968,1.10312,0.00021471,0.00021471,0.00021471
46,495.564,0.7223,0.74451,1.04535,0.45373,0.75674,0.53922,0.41281,0.84408,1.09734,1.11058,0.000181703,0.000181703,0.000181703
47,506.385,0.70465,0.73405,1.03569,0.45802,0.76461,0.53502,0.41173,0.83192,1.12524,1.10168,0.000148696,0.000148696,0.000148696
48,517.007,0.70372,0.73706,1.03919,0.44584,0.73371,0.52423,0.40515,0.82986,1.16802,1.10296,0.00011569,0.00011569,0.00011569
49,527.827,0.69165,0.71651,1.03344,0.46838,0.76861,0.5422,0.41661,0.82441,1.10904,1.09878,8.26832e-05,8.26832e-05,8.26832e-05
50,538.777,0.69136,0.70526,1.03565,0.45119,0.76338,0.53356,0.41202,0.82345,1.14469,1.0995,4.96766e-05,4.96766e-05,4.96766e-05
